Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Willbold, E., Layer, P.G.","7004172751; 7102848822","Butyrylcholinesterase regulates laminar retinogenesis of the chick embryo in vitro",1994,"European Journal of Cell Biology",64,"1",,192,199,,22,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028338525&partnerID=40&md5=4a7a6f9c429f60da094db9c87f43509f",Article,Final,,Scopus,2-s2.0-0028338525
"Khattab, A.D., Walker, C.H., Johnston, G., Siddiqui, M.K., Saphier, P.W.","7006269941; 7402887629; 7402121649; 57203181011; 6602155554","An Elisa assay for avian serum butyrylcholinesterase: A biomarker for organophosphates",1994,"Environmental Toxicology and Chemistry",13,"10",,1661,1667,,16,10.1002/etc.5620131016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027981103&partnerID=40&md5=a3dcbc603b8f3b2aaa984f9dc97683c7",Article,Final,,Scopus,2-s2.0-0027981103
"Weikert, T., Ebert, C., Rasched, I., Layer, P.G.","6506434307; 16149614100; 7004172655; 7102848822","Novel inactive and distinctively glycosylated forms of butyrylcholinesterase from chicken serum",1994,"Journal of Neurochemistry",63,"1",,318,325,,21,10.1046/j.1471-4159.1994.63010318.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027950874&partnerID=40&md5=882b3827ec1dc65e23215c774b3fec87",Article,Final,,Scopus,2-s2.0-0027950874
"Gnatt, A., Loewenstein, Y., Yaron, A., Schwarz, M., Soreq, H.","6701496421; 6701884611; 7006646381; 7402724788; 35464534500","Site-directed mutagenesis of active site residues reveals plasticity of human butyrylcholinesterase in substrate and inhibitor interactions",1994,"Journal of Neurochemistry",62,"2",,749,755,,25,10.1046/j.1471-4159.1994.62020749.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028069358&partnerID=40&md5=e40c66707fcbb25bbe4fe09197f7e7ac",Article,Final,,Scopus,2-s2.0-0028069358
"Shibuta, K., Abe, M., Suzuki, T.","7004278436; 35465874500; 57207101362","A new detection method for the K variant of butyrylcholinesterase based on PCR primer introduced restriction analysis (PCR-PIRA)",1994,"Journal of Medical Genetics",31,"7",,576,579,,13,10.1136/jmg.31.7.576,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028284453&partnerID=40&md5=51e8f9c72a335e67661c52ef8982908d",Article,Final,Open Access,Scopus,2-s2.0-0028284453
"Beattle, P.D., Infelta, P.P., Glrault, H.H.","55665712200; 6603103516; 57194793269","Determination of Butyrylcholinesterase Inhibition Using Ion Transfer across the Interface between Two Immiscible Liquids",1994,"Analytical Chemistry",66,"1",,52,57,,23,10.1021/ac00073a011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028047865&partnerID=40&md5=cb512727fc72e8280e98c2ec818c6ffb",Article,Final,,Scopus,2-s2.0-0028047865
"Beeri, R., Gnatt, A., Lapidot-lifson, Y., Ginzberg, D., Shani, M., Soreq, H., Zakut, H.","6602573848; 6701496421; 6603340347; 6603553027; 7004459723; 35464534500; 7005239775","Testicular amplificaion and impaired transmission of human butyrylcholinesterase cDNA in transgenic mice",1994,"Human Reproduction",9,"2",,284,292,,5,10.1093/oxfordjournals.humrep.a138496,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028327296&partnerID=40&md5=dd305b249b2c87f0074c00d79a53797c",Article,Final,,Scopus,2-s2.0-0028327296
"Simone, C., Derewlany, L.O., Oskamp, M., Johnson, D., Knie, B., Koren, G.","7005606010; 6602669858; 6507928163; 56133943200; 6602837269; 36042259400","Acetylcholinesterse and butyrylcholinesterase activity in the human term placenta: Implications for fetal cocaine exposure",1994,"Journal of Laboratory and Clinical Medicine",123,"3",,400,406,,24,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028167424&partnerID=40&md5=7e7cc18f80d21e8388a4aa393164261a",Article,Final,,Scopus,2-s2.0-0028167424
"Hahn, T., Graf, R., Öney, T., Desoye, G.","16215411600; 7201737840; 6603738492; 7005613195","Effects of the synthetic glucocorticoid triamcinolone acetonide on vasoactive hydrolases of the human placenta in vitro",1994,"Placenta",15,"4",,377,388,,8,10.1016/0143-4004(94)90005-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028359970&partnerID=40&md5=8dfecd54ddc7979d393d045f67e89278",Article,Final,,Scopus,2-s2.0-0028359970
"Nyamsi Hendji, A.M., Jaffrezic-Renault, N., Martelet, C., Shul'ga, A.A., Dzydevich, S.V., Soldatkin, A.P., El'skaya, A.V.","6505782602; 55174411100; 24570363700; 7005152114; 57212448897; 7006124848; 34770926300","Enzyme biosensor based on a micromachined interdigitated conductometric transducer: application to the detection of urea, glucose, acetyl- andbutyrylcholine chlordes",1994,"Sensors and Actuators: B. Chemical",21,"2",,123,129,,22,10.1016/0925-4005(94)80013-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028493267&partnerID=40&md5=dccddf31014d7daf0efbfa023f6627cc",Article,Final,,Scopus,2-s2.0-0028493267
"Bajgar, J., Fusek, J., Skopec, F.","7005343707; 7005176806; 7004032240","Changes of cholinesterases in the blood and some tissues following administration of tacrin and its two derivatives to rats",1994,"Neurochemistry International",24,"6",,555,558,,12,10.1016/0197-0186(94)90007-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028240764&partnerID=40&md5=b65df9f17fe848a7e18851750fac4b8c",Article,Final,,Scopus,2-s2.0-0028240764
"Masson, P., Gouet, P., Clery, C.","7201603992; 7006261857; 6602869583","Pressure and propylene carbonate denaturation of native and ""aged"" phosphorylated cholinesterase",1994,"Journal of Molecular Biology",238,"3",,466,478,,27,10.1006/jmbi.1994.1305,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028356702&partnerID=40&md5=1298bcf3ab2df03c4349990a18b78fbe",Article,Final,,Scopus,2-s2.0-0028356702
"Venkataraman, B.V., Naga Rani, M.A.","57195458891; 6603053751","Species variation in the specificity of cholinesterases in human and rat blood samples",1994,"Indian Journal of Physiology and Pharmacology",38,"3",,211,213,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027969254&partnerID=40&md5=50bdebf61923ecf5aee3faae81aec636",Article,Final,,Scopus,2-s2.0-0027969254
"Kawamata, T., Takeshita, M., Ujiie, H., Sato, K., Izawa, M., Kagawa, M., Takakura, K.","26643072200; 7202195063; 7005247049; 7406408500; 7101781342; 7102152457; 35374084500","Acetylcholine determination of cerebrospinal fluid in aneurysmal subarachnoid hemorrhage",1994,"Surgical Neurology",41,"5",,399,404,,4,10.1016/0090-3019(94)90034-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028332589&partnerID=40&md5=a21b418cb994c8f5a1d79f2f22e608bf",Article,Final,,Scopus,2-s2.0-0028332589
"Husain, K.","7005643252","Phenyl Valerate and Choline Ester Hydrolases in the Platelets of Human, Hen, Rat and Mouse",1994,"Human &amp; Experimental Toxicology",13,"3",,157,159,,6,10.1177/096032719401300303,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028273809&partnerID=40&md5=6465f4a48fdecb95c2ea020ba36d4fa9",Article,Final,,Scopus,2-s2.0-0028273809
"Liao, J., Li, F.-Z., Zhang, H., Xin, Y.-B., Sun, M.-J.","57217478854; 40861337600; 57192484637; 7102403725; 7403181348","Cross immunoreactivity of monoclonal antibody 2E6 to Torpedo acetylcholinesterase",1994,"Chinese Journal of Pharmacology and Toxicology",8,"4",,293,296,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027999460&partnerID=40&md5=dcf6fa704ab2d6028f1fbaab7ef1562c",Article,Final,,Scopus,2-s2.0-0027999460
"oreq, H., Ehrlich, G., Schwarz, M., Loewenstein, Y., Glick, D., Zakut, H.","16163111600; 7101888704; 7402724788; 6701884611; 7005364395; 7005239775","Mutations and impaired expression in the ACHE and BCHE genes: neurological implications",1994,"Biomedicine and Pharmacotherapy",48,"5-6",,253,259,,6,10.1016/0753-3322(94)90141-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028343386&partnerID=40&md5=0ab741fefa15e1567aa0206b93abfc36",Article,Final,,Scopus,2-s2.0-0028343386
"Izumi, M., Maekawa, M., Kanno, T.","7202801264; 7202369497; 7201750904","Butyrylcholinesterase K-variant in Japan: Frequency of allele and associated enzyme activity in serum [10]",1994,"Clinical Chemistry",40,"8",,1606,1607,,14,10.1093/clinchem/40.8.1606a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028026675&partnerID=40&md5=92ead3b6ad924b1f6880cad44d2cc25f",Letter,Final,,Scopus,2-s2.0-0028026675
"Kimura, T., Miyashita, N., Morikawa, K., Nagata, O., Itoh, Z., Kondo, Y.","55480466100; 7102934923; 7202244220; 57192361722; 7005983320; 7403009154","Characterization of Acetylcholinesterase-Inhibition by Itopride",1994,"Japanese Journal of Pharmacology",66,"3",,317,322,,44,10.1254/jjp.66.317,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028555362&partnerID=40&md5=43475e8e2db5bb15fc11b3387aa20a81",Article,Final,Open Access,Scopus,2-s2.0-0028555362
"Liao, J., Zhang, H., Li, F.-Z., Xin, Y.-B., Sun, M.-J.","57217478854; 57192484637; 40861337600; 7102403725; 7403181348","Polysaccharide antigenic determinants against vertebrate acetylcholinesterases and their inhibitory monoclonal antibodies",1994,"Chinese Journal of Pharmacology and Toxicology",8,"3",,213,217,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028146075&partnerID=40&md5=6461e73e7448c64d7ea76cee4b93908b",Article,Final,,Scopus,2-s2.0-0028146075
"Checler, F., Grassi, J., Vincent, J.-P.","35478289800; 7005646910; 7403123197","Cholinesterases display genuine arylacylamidase activity but are totally devoid of intrinsic peptidase activities",1994,"Journal of Neurochemistry",62,"2",,756,763,,30,10.1046/j.1471-4159.1994.62020756.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028079652&partnerID=40&md5=525efbfb16e2cd9ac9ddd384a1f992f6",Article,Final,,Scopus,2-s2.0-0028079652
"Saxena, A., Doctor, B.P., Qian, N., Kovach, I.M., Kozikowski, A.P., Pang, Y.P., Vellom, D.C., Radic, Z., Quinn, D., Taylor, P.","7401482452; 7006772945; 16158736200; 57202559027; 7201686083; 57200147359; 57200747886; 7003702451; 16139844600; 7404775719","Identification of amino acid residues involved in the binding of Huperzine A to cholinesterases",1994,"Protein Science",3,"10",,1770,1778,,49,10.1002/pro.5560031017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027999470&partnerID=40&md5=81858fb11a39c2af5282decfa60ea609",Article,Final,Open Access,Scopus,2-s2.0-0027999470
"Donovan, D.A., Zinkl, J.G.","7102410608; 7005122982","Modifications of a cholinesterase method for determination of erythrocyte cholinesterase activity in wild mammals.",1994,"Journal of wildlife diseases",30,"2",,234,240,,5,10.7589/0090-3558-30.2.234,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028419404&partnerID=40&md5=5953c9aa87aa2bbe3fabf3453387b53f",Article,Final,Open Access,Scopus,2-s2.0-0028419404
"Girardi, E., Schneider, P., de Lores Arnaiz, G.R.","7007115973; 55422067700; 55666327600","Area-specific modification of acetylcholinesterase activity following 3-mercaptopropionic acid-induced seizures",1994,"Molecular and Chemical Neuropathology",21,"1",,13,22,,7,10.1007/BF03160081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028032019&partnerID=40&md5=35f53dabac8e4b0797db7cb7c4b7f0b7",Article,Final,,Scopus,2-s2.0-0028032019
"Layer, P.G., Willbold, E.","7102848822; 7004172751","Cholinesterases in Avian Neurogenesis",1994,"International Review of Cytology",151,"C",,139,181,,30,10.1016/S0074-7696(08)62632-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028059814&partnerID=40&md5=0d859d06a1964962a109266b14dab1aa",Article,Final,,Scopus,2-s2.0-0028059814
"Dzydevich, S.V., Shuľga, A.A., Soldatkin, A.P., Hendji, A.M.N., Jaffrezic‐Renault, N., Martelet, C.","57212448897; 57196857385; 7006124848; 8220980300; 55174411100; 24570363700","Conductometric biosensors based on cholinesterases for sensitive detection of pesticides",1994,"Electroanalysis",6,"9",,752,758,,73,10.1002/elan.1140060907,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987550758&partnerID=40&md5=a7830863e2153cb9deb865d9bbe857de",Article,Final,,Scopus,2-s2.0-84987550758
"Layer, P.G., Willbold, E.","7102848822; 7004172751","Novel Functions of Cholinesterases in Development, Physiology and Disease",1994,"Progress in Histochemistry and Cytochemistry",29,"3",,3,7,,172,10.1016/S0079-6336(11)80046-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0029163984&partnerID=40&md5=4a1682d099932641d6ae08aacdf2b0e4",Article,Final,,Scopus,2-s2.0-0029163984
"Friedrich, U., Vetter, R., Weiss, H.J., Hentschel, H.","7004821633; 7103032916; 57197175193; 57198336596","Quantitative Investigations of Acetylcholinesterase Activities in Colorectal Malformations",1994,"European Journal of Pediatric Surgery",4,"6",,352,357,,2,10.1055/s-2008-1066133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028606225&partnerID=40&md5=67e63ecf4d1ccca113fb1b76d9635bf2",Article,Final,,Scopus,2-s2.0-0028606225
"Mićić, M., Leposavić, G., Ugrešić, N.","7005218300; 7003446808; 6602152735","Relationships between monoaminergic and cholinergic innervation of the rat thymus during aging",1994,"Journal of Neuroimmunology",49,"1-2",,205,212,,17,10.1016/0165-5728(94)90197-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028344848&partnerID=40&md5=e628235fb25c9fcc0a0c28c9d3a3209e",Article,Final,,Scopus,2-s2.0-0028344848
"THOMSON, A.S., DABHOIWALA, N.F., VERBEEK, F.J., LAMERS, W.H.","7403717827; 6603946042; 6701677480; 35475700600","The functional anatomy of the ureterovesical junction",1994,"British Journal of Urology",73,"3",,284,291,,14,10.1111/j.1464-410X.1994.tb07520.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028215299&partnerID=40&md5=38677ed98205e2959bc3ba911b1231f1",Article,Final,,Scopus,2-s2.0-0028215299
"Taylor, P., Radić, Z.","7404775719; 7003702451","The cholinesterases: From genes to proteins",1994,"Annual Review of Pharmacology and Toxicology",34,"",,281,320,,565,10.1146/annurev.pa.34.040194.001433,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028174977&partnerID=40&md5=7a52d8e4d3615b2722e041ed0475dce4",Review,Final,,Scopus,2-s2.0-0028174977
"Cooper, J.R.","35476444300","Unsolved Problems in the Cholinergic Nervous System",1994,"Journal of Neurochemistry",63,"2",,395,399,,44,10.1046/j.1471-4159.1994.63020395.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028048632&partnerID=40&md5=ee860a63415e45da5bb4f5048abfc7d0",Article,Final,,Scopus,2-s2.0-0028048632
"Venkataraman, B.V., Naga Rani, M.A., Andrade, C., Joseph, T.","57195458891; 6603053751; 57211726354; 7101924322","Correlation of time course of blood cholinesterase activity in toxic manifestations of acute methylparathion in antidote treated rats",1994,"Indian Journal of Physiology and Pharmacology",38,"3",,214,216,,8,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028024171&partnerID=40&md5=1b0c747f6caef03ae1e76f0a59ed40ae",Article,Final,,Scopus,2-s2.0-0028024171
"Kragie, L., Stock, M.E.","6701856654; 57188542845","Acetylcholinesterase activity in fast-twitch skeletal muscle from thyroidectomized rats",1994,"Endocrine Research",20,"1",,47,57,,4,10.1080/07435809409035855,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027952977&partnerID=40&md5=b0bd584045194172e8430ea90fd79794",Article,Final,,Scopus,2-s2.0-0027952977
"Hornstein, E.P., Sambursky, D.L., Chamberlain, S.C.","6701395994; 6507092067; 7103312981","Histochemical localization of acetylcholinesterase in the lateral eye and brain of Limulus polyphemus: Might acetylcholine be a neurotransmitter for lateral inhibition in the lateral eye?",1994,"Visual Neuroscience",11,"5",,989,1001,,8,10.1017/S0952523800003928,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028500533&partnerID=40&md5=ee0cb58d58837e52695cb748a7ec323c",Article,Final,,Scopus,2-s2.0-0028500533
"Sastry, B.V.R., Kambam, S.R., Singh, G., Franks, J.J.","7101930362; 57193785476; 10240123000; 8148239400","Nature of Cholinesterase in the Rat Retina",1994,"Journal of Ocular Pharmacology",10,"1",,195,201,,3,10.1089/jop.1994.10.195,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028351887&partnerID=40&md5=61f39fd77ad819a81dec9af8ad10e436",Article,Final,,Scopus,2-s2.0-0028351887
"Liu, W., Zhao, G.Y., Knowles, C.O.","57191934422; 7403296235; 7102261124","Substrate specificity and inhibitor sensitivity of cholinesterases in homogenates of western flower thrips",1994,"Pesticide Biochemistry and Physiology",49,"2",,121,131,,14,10.1006/pest.1994.1039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000071092&partnerID=40&md5=26b74b685c76f8602b3ffea8500e02df",Article,Final,,Scopus,2-s2.0-0000071092
"Johnston, G., Walker, C.H., Dawson, A.","7402121649; 7402887629; 7202697960","Interactive effects of prochloraz and malathion in pigeon, starling and hybrid red‐legged partridge",1994,"Environmental Toxicology and Chemistry",13,"1",,115,120,,16,10.1002/etc.5620130116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028012860&partnerID=40&md5=78716044982e023adde49e6aba3fefc9",Article,Final,,Scopus,2-s2.0-0028012860
"Ehrlich, G., Ginzberg, D., Loewenstein, Y., Glick, D., Kerem, B., Ben-Ari, S., Zakut, H., Soreq, H.","7101888704; 6603553027; 6701884611; 7005364395; 35376353800; 24297788900; 7005239775; 35464534500","Population diversity and distinct haplotype frequencies associated with ache and bche genes of israeli jews from trans-caucasian georgia and from europe",1994,"Genomics",22,"2",,288,295,,29,10.1006/geno.1994.1386,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027991322&partnerID=40&md5=28e6bb09f103d385a9bda0f493f3ec6d",Article,Final,,Scopus,2-s2.0-0027991322
"Zhao, G., Liu, W., Knowles, C.O.","7403296235; 57191934422; 7102261124","Mechanisms associated with diazinon resistance in western flower thrips",1994,"Pesticide Biochemistry and Physiology",49,"1",,13,23,,39,10.1006/pest.1994.1030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027975929&partnerID=40&md5=0caf6eb9b5fcfff9b5730071d4b1c829",Article,Final,,Scopus,2-s2.0-0027975929
"Schneider, F., Steenland, K., Hernandez, B., Wilson, B., Krieger, R., Spencer, J., Margetich, S.","7401893354; 7005395795; 7007173287; 7403562115; 7101937848; 7402630544; 6508108731","Monitoring peach harvest workers exposed to azinphosmethyl residues in Sutter County, California, 1991",1994,"Environmental Health Perspectives",102,"6-7",,580,585,,6,10.1289/ehp.94102580,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027964310&partnerID=40&md5=aa1e6ebd91065998260d99b573515c30",Article,Final,Open Access,Scopus,2-s2.0-0027964310
"Ishii, A., Karasawa, A.","7201558082; 7005260615","Inhibitory Effects of KW-5092, a Novel Gastroprokinetic Agent, on the Activity of Acetylcholinesterase in Guinea Pig Ileum",1994,"Japanese Journal of Pharmacology",66,"4",,397,403,,16,10.1254/jjp.66.397,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028605219&partnerID=40&md5=d062f2bbfe3e2a3d6bb5912fd6929d48",Article,Final,Open Access,Scopus,2-s2.0-0028605219
"Ehrlich, G., Patinkin, D., Ginzberg, D., Zakut, H., Eckstein, F., Soreq, H.","7101888704; 6602877751; 6603553027; 7005239775; 7202977707; 35464534500","Use of Partially Phosphorothioated “Antisense” Oligodeoxynucleotides for Sequence-Dependent Modulation of Hematopoiesis in Culture",1994,"Antisense Research and Development",4,"3",,173,183,,27,10.1089/ard.1994.4.173,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028587325&partnerID=40&md5=ab76995e85554152200869dbcad8c572",Article,Final,,Scopus,2-s2.0-0028587325
"Planas, A.M., Crouzel, C., Hinnen, F., Jobert, A., Né, F., DiGiamberardino, L., Tavitian, B.","55555346300; 20133827600; 7003362117; 7003445670; 6603313522; 6507794788; 56214031300","Rat brain acetylcholinesterase visualized with [<sup>11</sup>C]physostigmine",1994,"NeuroImage",1,"3",,173,180,,24,10.1006/nimg.1994.1002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027989875&partnerID=40&md5=7a3181e0c5859e82b8d28a31e33e6e4e",Article,Final,,Scopus,2-s2.0-0027989875
"Johnston, G., Walker, C.H., Dawson, A.","7402121649; 7402887629; 7202697960","Interactive effects between EBI fungicides (prochloraz, propiconazole and penconazole) and OP insecticides (dimethoate, chlorpyrifos, diazinon and malathion) in the hybrid red‐legged partridge",1994,"Environmental Toxicology and Chemistry",13,"4",,615,620,,30,10.1002/etc.5620130410,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028316214&partnerID=40&md5=616ca149d5a25d20448b00abe564b916",Article,Final,,Scopus,2-s2.0-0028316214
"Cheng-Bennett, A., Chan, M.F., Chen, G., Gac, T., Garst, M.E., Gluchowski, C., Kaplan, L.J., Protzman, C.E., Roof, M.B., Sachs, G., Wheeler, L.A., Williams, L.S., Woodward, D.F.","6506787254; 36941294000; 7406543585; 6506556575; 7004329979; 7003425188; 36658675100; 6603490103; 35565853900; 56372683300; 7102678146; 55462626000; 57204142121","Studies on a novel series of acyl ester prodrugs of prostaglandin F <inf>2α</inf>",1994,"British Journal of Ophthalmology",78,"7",,560,567,,21,10.1136/bjo.78.7.560,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028272325&partnerID=40&md5=0ccc62c3bfa047a419e16a454a6e2f41",Article,Final,Open Access,Scopus,2-s2.0-0028272325
"Dawson, R.M.","7202256162","Rate constants of carbamylation and decarbamylation of acetylcholinesterase for physostigmine and carbaryl in the presence of an oxime",1994,"Neurochemistry International",24,"2",,173,182,,17,10.1016/0197-0186(94)90104-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028157062&partnerID=40&md5=cca8ecba4fd257ce57c128afdd270bec",Article,Final,,Scopus,2-s2.0-0028157062
"Gearhart, J.M., Jepson, G.W., Clewell, H.J., Andersen, M.E., Conolly, R.B.","34968036600; 6603575821; 35498848200; 7403198360; 7007060637","Physiologically based pharmacokinetic model for the inhibition of acetylcholinesterase by organophosphate esters",1994,"Environmental Health Perspectives",102,"SUPPL. 11",,51,60,,60,10.1289/ehp.94102s1151,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028610241&partnerID=40&md5=946a44a3d33a4375200445d70e1742ea",Conference Paper,Final,Open Access,Scopus,2-s2.0-0028610241
"Johnston, G., Walker, C.H., Dawson, A.","7402121649; 7402887629; 7202697960","Potentiation of carbaryl toxicity to the hybrid red-legged partridge following exposure to malathion",1994,"Pesticide Biochemistry and Physiology",49,"3",,198,208,,15,10.1006/pest.1994.1048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028038417&partnerID=40&md5=889e1173076aa5679e5c92108cf76797",Article,Final,,Scopus,2-s2.0-0028038417
"Chatel, J.-M., Eichler, J., Vallette, F.-M., Bon, S., Massoulié, J., Grassi, J.","7004369318; 7102232277; 57202278045; 7006135650; 7005075568; 7005646910","Two-site immunoradiometric assay of chicken acetylcholinesterase: Active and inactive molecular forms in brain and muscle",1994,"Journal of Neurochemistry",63,"3",,1111,1118,,18,10.1046/j.1471-4159.1994.63031111.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027932932&partnerID=40&md5=719a9669041671f3b729907f200e0b2c",Article,Final,,Scopus,2-s2.0-0027932932
"PRITCHARD, D.I., BROWN, A., TOUTANT, J.‐P.","7201794878; 7408340861; 7003688361","The molecular forms of acetylcholinesterase from Necator americanus (Nematoda), a hookworm parasite of the human intestine",1994,"European Journal of Biochemistry",219,"1-2",,317,323,,31,10.1111/j.1432-1033.1994.tb19943.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027952894&partnerID=40&md5=a4fa8e776ed04ffc9270fb624ebd896d",Article,Final,,Scopus,2-s2.0-0027952894
"Taylor, J.L., Mayer, R.T., Himel, C.M.","56302516400; 7403065787; 6602171666","Conformers of acetylcholinesterase: A mechanism of allosteric control",1994,"Molecular Pharmacology",45,"1",,74,83,,30,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028047375&partnerID=40&md5=af1a528e74ea3f397bd361dadb1fa5ca",Article,Final,,Scopus,2-s2.0-0028047375
"Wagstaff, A.J., McTavish, D.","7006121726; 7006107999","Tacrine: A Review of its Pharmacodynamic and Pharmacokinetic Properties, and Therapeutic Efficacy in Alzheimer’s Disease",1994,"Drugs &amp; Aging",4,"6",,510,540,,135,10.2165/00002512-199404060-00006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028448282&partnerID=40&md5=cf4dc71312ea635544a9cff06cb72b42",Article,Final,,Scopus,2-s2.0-0028448282
"Burgess, S.K., Oxendine, S.L.","7101644436; 6507056501","Thermal inactivation of butyrylcholinesterase and acetylcholinesterase",1993,"Journal of Protein Chemistry",12,"6",,651,658,,8,10.1007/BF01024923,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027740006&partnerID=40&md5=f01f0de5b2358624ba42e3509d630e22",Article,Final,,Scopus,2-s2.0-0027740006
"Van Lith, H.A., Bergstra, A.E., Haller, M., Beynen, A.C.","7003499204; 16445469700; 7102872673; 55941688100","Plasma esterase activities in rats fed magnesium-deficient diets",1993,"Biometals",6,"4",,231,233,,1,10.1007/BF00187760,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027744760&partnerID=40&md5=408569ac890cefccd50671312a1d4263",Article,Final,,Scopus,2-s2.0-0027744760
"Omar, M.S., Raoof, A.M.S., Al-Amari, O.M.","7102131235; 7004386454; 6602591195","Histochemical distribution of esterases in adult onchocerca fasciata (Filarioidea: Onchocercidae)",1993,"Tropical Medicine and Parasitology",44,"4",,295,298,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027714995&partnerID=40&md5=23bcbdc782abc6c0376efe0efdce6067",Article,Final,,Scopus,2-s2.0-0027714995
"Hahn, T., Desoye, G., Lang, I., Skofitsch, G.","16215411600; 55129605900; 7101847802; 7004086060","Location and activities of acetylcholinesterase and butyrylcholinesterase in the rat and human placenta",1993,"Anatomy and Embryology",188,"5",,435,440,,20,10.1007/BF00190137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027137155&partnerID=40&md5=1fb622db1d2cb65dc21832fe8c86ee8a",Article,Final,,Scopus,2-s2.0-0027137155
"Balema, V.P., Rys, E.G., Sochilina, E.E., Iagodina, O.V., Moralev, S.N., Zhukovskiǐ, I.G., Godovikov, N.N., Kabachnik, M.I.","6701420291; 16430578600; 6601962070; 6602400911; 7004574927; 7003412930; 6701535549; 35433368900","Anticholinesterase activity of certain carboranyl-containing thio- and selenoesters of pentavalent phosphorus acids | Antikholinésteraznaia aktivnost' nekotorykh karboranilsoderzhashchikh tio- i selenoéfirov kislot piativalentnogo fosfora.",1993,"Bioorganicheskaia khimiia",19,"11",,1077,1080,,7,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027688287&partnerID=40&md5=8e2b602bfe0341903008215f288b45aa",Article,Final,,Scopus,2-s2.0-0027688287
"Izadyar, L., Friboulet, A., Remy, M.H., Roseto, A., Thomas, D.","6506699956; 7003603262; 16195545700; 7003981450; 9267248900","Monoclonal anti-idiotypic antibodies as functional internal images of enzyme active sites: Production of a catalytic antibody with a cholinesterase activity",1993,"Proceedings of the National Academy of Sciences of the United States of America",90,"19",,8876,8880,,140,10.1073/pnas.90.19.8876,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027489204&partnerID=40&md5=6304a26680424cf3b45d986c0a16ee6e",Article,Final,Open Access,Scopus,2-s2.0-0027489204
